"","time","status","condition","subject","velocity","normVelocity"
"1844",44,"S 5","VAN","subject 13",1.3784,0.328152005005494
"1845",45,"S 5","VAN","subject 13",1.40734,0.348781875469391
"1846",46,"NS 5","VAN","subject 13",0.984717,-0.00529700438973674
"1847",47,"NS 5","VAN","subject 13",2.20215,0.793964893295864
"1848",48,"NS 5","VAN","subject 13",10.836,2.38379634841887
"1849",49,"NS 5","VAN","subject 13",7.32907,1.99321213160165
"1850",50,"NS 5","VAN","subject 13",6.35721,1.85116138305733
"1851",51,"S 6","VAN","subject 13",21.9166,3.08770051165036
"1852",52,"S 6","VAN","subject 13",22.6414,3.1202216601734
"1853",53,"S 6","VAN","subject 13",16.4917,2.80346340590231
"1854",54,"S 6","VAN","subject 13",17.9952,2.89066060506469
"1855",55,"S 6","VAN","subject 13",18.2218,2.90316732215965
"1856",56,"NS 6","VAN","subject 13",14.3818,2.66665859994245
"1857",57,"NS 6","VAN","subject 13",11.6708,2.45794646820522
"1858",58,"NS 6","VAN","subject 13",16.9962,2.83357798344954
"1859",59,"NS 6","VAN","subject 13",6.10059,1.81002333153305
"1860",60,"NS 6","VAN","subject 13",4.04112,1.3989933860973
"1861",61,"S 7","VAN","subject 13",2.81761,1.03943183187652
"1862",62,"S 7","VAN","subject 13",5.48009,1.70294464882969
"1863",63,"S 7","VAN","subject 13",5.19864,1.650318785221
"1864",64,"S 7","VAN","subject 13",4.68499,1.54649598273251
"1865",65,"S 7","VAN","subject 13",4.41243,1.48668931877504
"1866",66,"NS 7","VAN","subject 13",6.0828,1.80710774617485
"1867",67,"NS 7","VAN","subject 13",5.49792,1.70618705643268
"1868",68,"NS 7","VAN","subject 13",4.29419,1.45958896686653
"1869",69,"NS 7","VAN","subject 13",3.15219,1.15126482553359
"1870",70,"NS 7","VAN","subject 13",2.32049,0.846078545896758
"1871",71,"S 8","VAN","subject 13",3.47521,1.24852830064667
"1872",72,"S 8","VAN","subject 13",10.2258,2.32589137922428
"1873",73,"S 8","VAN","subject 13",12.0393,2.48900656696299
"1874",74,"S 8","VAN","subject 13",5.8686,1.77131863832327
"1875",75,"S 8","VAN","subject 13",8.0003,2.08072821356244
"1876",76,"NS 8","VAN","subject 13",9.16259,2.21621968913702
"1877",77,"NS 8","VAN","subject 13",10.7737,2.3780357347919
"1878",78,"NS 8","VAN","subject 13",NA,NA
"1879",79,"NS 8","VAN","subject 13",NA,NA
"1880",80,"NS 8","VAN","subject 13",NA,NA
"1881",81,"S 9","VAN","subject 13",NA,NA
"1882",82,"S 9","VAN","subject 13",NA,NA
"1883",83,"S 9","VAN","subject 13",NA,NA
"1884",84,"S 9","VAN","subject 13",NA,NA
"1885",85,"S 9","VAN","subject 13",NA,NA
"1886",86,"NS 9","VAN","subject 13",NA,NA
"1887",87,"NS 9","VAN","subject 13",NA,NA
"1888",88,"NS 9","VAN","subject 13",NA,NA
"1889",89,"NS 9","VAN","subject 13",NA,NA
"1890",90,"NS 9","VAN","subject 13",NA,NA
"1891",91,"S 10","VAN","subject 13",NA,NA
"1892",92,"S 10","VAN","subject 13",NA,NA
"1893",93,"S 10","VAN","subject 13",NA,NA
"1894",94,"S 10","VAN","subject 13",NA,NA
"1895",95,"S 10","VAN","subject 13",NA,NA
"1896",96,"NS 10","VAN","subject 13",NA,NA
"1897",97,"NS 10","VAN","subject 13",NA,NA
"1898",98,"NS 10","VAN","subject 13",NA,NA
"1899",99,"NS 10","VAN","subject 13",NA,NA
"1900",100,"NS 10","VAN","subject 13",NA,NA
"1901",101,"S 11","VAN","subject 13",NA,NA
"1902",102,"S 11","VAN","subject 13",NA,NA
"1903",103,"S 11","VAN","subject 13",NA,NA
"1904",104,"S 11","VAN","subject 13",NA,NA
"1905",105,"S 11","VAN","subject 13",NA,NA
"1906",106,"NS 11","VAN","subject 13",NA,NA
"1907",107,"NS 11","VAN","subject 13",NA,NA
"1908",108,"NS 11","VAN","subject 13",NA,NA
"1909",109,"NS 11","VAN","subject 13",NA,NA
"1910",110,"NS 11","VAN","subject 13",NA,NA
"1911",111,"S 12","VAN","subject 13",NA,NA
"1912",112,"S 12","VAN","subject 13",NA,NA
"1913",113,"S 12","VAN","subject 13",NA,NA
"1914",114,"S 12","VAN","subject 13",NA,NA
"1915",115,"S 12","VAN","subject 13",NA,NA
"1916",116,"NS 12","VAN","subject 13",NA,NA
"1917",117,"NS 12","VAN","subject 13",NA,NA
"1918",118,"NS 12","VAN","subject 13",NA,NA
"1919",119,"NS 12","VAN","subject 13",NA,NA
"1920",120,"NS 12","VAN","subject 13",NA,NA
"1921",121,"S 13","VAN","subject 13",NA,NA
"1922",122,"S 13","VAN","subject 13",NA,NA
"1923",123,"S 13","VAN","subject 13",NA,NA
"1924",124,"S 13","VAN","subject 13",NA,NA
"1925",125,"S 13","VAN","subject 13",NA,NA
"1926",126,"NS 13","VAN","subject 13",NA,NA
"1927",127,"NS 13","VAN","subject 13",NA,NA
"1928",128,"NS 13","VAN","subject 13",6.9001,1.93298410945489
"1929",129,"NS 13","VAN","subject 13",3.06751,1.12412082846193
"1930",130,"NS 13","VAN","subject 13",1.01124,0.0210175752224697
"1931",131,"S 14","VAN","subject 13",0.635238,-0.4381360379992
"1932",132,"S 14","VAN","subject 13",1.78432,0.584626120082433
"1933",133,"S 14","VAN","subject 13",2.4888,0.915810616637278
"1934",134,"S 14","VAN","subject 13",4.34599,1.47155190938396
"1935",135,"S 14","VAN","subject 13",2.79805,1.03249029227284
"1936",136,"NS 14","VAN","subject 13",0.901121,-0.0930795694663759
"1937",137,"NS 14","VAN","subject 13",2.14643,0.768454076574286
"1938",138,"NS 14","VAN","subject 13",3.09198,1.13204061728031
"1939",139,"NS 14","VAN","subject 13",2.621,0.967364002058156
"1940",140,"NS 14","VAN","subject 13",1.17995,0.173911289433985
"1941",141,"S 15","VAN","subject 13",0.875065,-0.122094190343573
"1942",142,"S 15","VAN","subject 13",1.97118,0.683692626789007
"1943",143,"S 15","VAN","subject 13",2.05173,0.723545436187127
"1944",144,"S 15","VAN","subject 13",1.12896,0.130115565323353
"1945",145,"S 15","VAN","subject 13",0.416695,-0.851685806691381
"1946",146,"NS 15","VAN","subject 13",0.367892,-0.973146838472366
"1947",147,"NS 15","VAN","subject 13",1.09584,0.100605227173965
"1948",148,"NS 15","VAN","subject 13",2.13059,0.761081491969821
"1949",149,"NS 15","VAN","subject 13",1.40456,0.346818528675357
"1950",150,"NS 15","VAN","subject 13",3.65503,1.29883652084399
"1951",1,"S 1","VAN","subject 14",10.9158,2.39112696484534
"1952",2,"S 1","VAN","subject 14",13.3839,2.59479937943042
"1953",3,"S 1","VAN","subject 14",2.55362,0.941420322146603
"1954",4,"S 1","VAN","subject 14",5.38884,1.68618411567941
"1955",5,"S 1","VAN","subject 14",1.2744,0.250291683233222
"1956",6,"NS 1","VAN","subject 14",0.553024,-0.574433022976604
"1957",7,"NS 1","VAN","subject 14",0.265397,-1.2895415859931
"1958",8,"NS 1","VAN","subject 14",0.115496,-2.0754813934282
"1959",9,"NS 1","VAN","subject 14",0.0488332,-2.83304895756842
"1960",10,"NS 1","VAN","subject 14",0.0475398,-2.85527839670767
"1961",11,"S 2","VAN","subject 14",0.0587669,-2.67703275446198
"1962",12,"S 2","VAN","subject 14",0.0868641,-2.33444631376807
"1963",13,"S 2","VAN","subject 14",0.0399609,-2.99651457947549
"1964",14,"S 2","VAN","subject 14",0.138324,-1.90835620881195
"1965",15,"S 2","VAN","subject 14",0.120745,-2.03450641768609
"1966",16,"NS 2","VAN","subject 14",0.105776,-2.15609798920931
"1967",17,"NS 2","VAN","subject 14",0.591072,-0.509040551289637
"1968",18,"NS 2","VAN","subject 14",1.16852,0.164259413975546
"1969",19,"NS 2","VAN","subject 14",3.53705,1.26611627211164
"1970",20,"NS 2","VAN","subject 14",3.65678,1.29931389274349
"1971",21,"S 3","VAN","subject 14",2.79925,1.03291754380587
"1972",22,"S 3","VAN","subject 14",1.14664,0.14551925026985
"1973",23,"S 3","VAN","subject 14",0.460727,-0.753476970843468
"1974",24,"S 3","VAN","subject 14",0.31705,-1.11764221457492
"1975",25,"S 3","VAN","subject 14",0.155831,-1.79678608150235
"1976",26,"NS 3","VAN","subject 14",0.179956,-1.66096281258756
"1977",27,"NS 3","VAN","subject 14",0.319787,-1.10930828746253
"1978",28,"NS 3","VAN","subject 14",0.253402,-1.33407389668736
"1979",29,"NS 3","VAN","subject 14",0.231883,-1.41930114080965
"1980",30,"NS 3","VAN","subject 14",0.932839,-0.0588597426323137
"1981",31,"S 4","VAN","subject 14",1.9966,0.696441747509375
"1982",32,"S 4","VAN","subject 14",1.71638,0.546026730653887
"1983",33,"S 4","VAN","subject 14",0.822929,-0.182806874541564
"1984",34,"S 4","VAN","subject 14",0.560631,-0.561012512901766
"1985",35,"S 4","VAN","subject 14",1.24703,0.228751795671762
"1986",36,"NS 4","VAN","subject 14",1.21241,0.20082432002493
"1987",37,"NS 4","VAN","subject 14",1.23967,0.222879516460075
"1988",38,"NS 4","VAN","subject 14",3.0364,1.11396056561491
"1989",39,"NS 4","VAN","subject 14",2.41004,0.883784068957614
"1990",40,"NS 4","VAN","subject 14",2.99654,1.10078991591588
"1991",41,"S 5","VAN","subject 14",5.37278,1.68320496933997
"1992",42,"S 5","VAN","subject 14",8.64511,2.15814989796393
"1993",43,"S 5","VAN","subject 14",6.30771,1.84335680072497
"1994",44,"S 5","VAN","subject 14",2.58294,0.952792367067832
"1995",45,"S 5","VAN","subject 14",1.73735,0.558100354531759
"1996",46,"NS 5","VAN","subject 14",1.23211,0.216811546417174
"1997",47,"NS 5","VAN","subject 14",0.885554,-0.110312757791896
"1998",48,"NS 5","VAN","subject 14",0.969056,-0.0211664368618138
"1999",49,"NS 5","VAN","subject 14",0.692888,-0.352557717075756
"2000",50,"NS 5","VAN","subject 14",0.499272,-0.67477302402288
"2001",51,"S 6","VAN","subject 14",0.198182,-1.56934258187016
"2002",52,"S 6","VAN","subject 14",0.110119,-2.11927236090999
"2003",53,"S 6","VAN","subject 14",0.0889767,-2.31287081008289
"2004",54,"S 6","VAN","subject 14",0.302266,-1.16389989029643
"2005",55,"S 6","VAN","subject 14",0.240301,-1.38509108534664
"2006",56,"NS 6","VAN","subject 14",0.0922772,-2.28006850476493
"2007",57,"NS 6","VAN","subject 14",0.786686,-0.227294655236721
"2008",58,"NS 6","VAN","subject 14",0.796307,-0.215290715696699
"2009",59,"NS 6","VAN","subject 14",0.391038,-0.913699093073037
"2010",60,"NS 6","VAN","subject 14",0.322819,-1.10015648031858
"2011",61,"S 7","VAN","subject 14",0.17052,-1.71191370402334
"2012",62,"S 7","VAN","subject 14",0.972095,-0.0180672339626177
"2013",63,"S 7","VAN","subject 14",2.64877,0.97786360983594
"2014",64,"S 7","VAN","subject 14",3.58567,1.27973034376656
"2015",65,"S 7","VAN","subject 14",2.15141,0.770760786507113
"2016",66,"NS 7","VAN","subject 14",1.06071,0.0683219798227914
"2017",67,"NS 7","VAN","subject 14",0.641783,-0.428043594538936
"2018",68,"NS 7","VAN","subject 14",0.893969,-0.100960211213344
"2019",69,"NS 7","VAN","subject 14",0.741958,-0.285074807655856
"2020",70,"NS 7","VAN","subject 14",1.40487,0.347037654083118
"2021",71,"S 8","VAN","subject 14",0.998567,0.00853051150535302
"2022",72,"S 8","VAN","subject 14",2.17311,0.780750465670728
"2023",73,"S 8","VAN","subject 14",2.51612,0.92668452873817
"2024",74,"S 8","VAN","subject 14",2.50146,0.920864257344121
"2025",75,"S 8","VAN","subject 14",1.69246,0.532074263905023
"2026",76,"NS 8","VAN","subject 14",0.718112,-0.317300396464711
"2027",77,"NS 8","VAN","subject 14",1.19111,0.183246129245089
"2028",78,"NS 8","VAN","subject 14",3.30613,1.19879844036467
"2029",79,"NS 8","VAN","subject 14",13.7037,2.61839533316716
"2030",80,"NS 8","VAN","subject 14",13.4486,2.5996183069199
"2031",81,"S 9","VAN","subject 14",6.28413,1.83961745302059
"2032",82,"S 9","VAN","subject 14",1.31516,0.281533206864903
"2033",83,"S 9","VAN","subject 14",1.0698,0.0767758388020496
"2034",84,"S 9","VAN","subject 14",1.25587,0.235759632825442
"2035",85,"S 9","VAN","subject 14",0.634161,-0.439806584122576
"2036",86,"NS 9","VAN","subject 14",0.409532,-0.868615474696899
"2037",87,"NS 9","VAN","subject 14",0.135308,-1.92889965142191
"2038",88,"NS 9","VAN","subject 14",0.130727,-1.96093343561721
"2039",89,"NS 9","VAN","subject 14",1.32476,0.288751500409801
"2040",90,"NS 9","VAN","subject 14",0.750256,-0.274100060315063
"2041",91,"S 10","VAN","subject 14",0.239115,-1.38984064174655
"2042",92,"S 10","VAN","subject 14",0.856603,-0.143174307877566
"2043",93,"S 10","VAN","subject 14",1.94112,0.66840356666903
"2044",94,"S 10","VAN","subject 14",1.91846,0.656721756942093
"2045",95,"S 10","VAN","subject 14",1.44924,0.377915752242922
"2046",96,"NS 10","VAN","subject 14",1.70867,0.541550735894926
"2047",97,"NS 10","VAN","subject 14",1.16068,0.15758477656154
"2048",98,"NS 10","VAN","subject 14",0.255114,-1.32759535682129
"2049",99,"NS 10","VAN","subject 14",0.520595,-0.633756260617281
"2050",100,"NS 10","VAN","subject 14",0.685331,-0.363367287799857
"2051",101,"S 11","VAN","subject 14",0.485657,-0.701871123733997
"2052",102,"S 11","VAN","subject 14",0.659377,-0.401407849922776
"2053",103,"S 11","VAN","subject 14",1.75127,0.566035139737606
"2054",104,"S 11","VAN","subject 14",2.3954,0.877716209894379
"2055",105,"S 11","VAN","subject 14",1.59965,0.476016764059109
"2056",106,"NS 11","VAN","subject 14",1.80267,0.594800896451843
"2057",107,"NS 11","VAN","subject 14",2.66698,0.984689293460625
"2058",108,"NS 11","VAN","subject 14",2.22611,0.804737749073874
"2059",109,"NS 11","VAN","subject 14",1.93225,0.663847094848393
"2060",110,"NS 11","VAN","subject 14",3.17466,1.15834553293343
"2061",111,"S 12","VAN","subject 14",11.3305,2.42838038903835
"2062",112,"S 12","VAN","subject 14",6.10093,1.81007897109345
"2063",113,"S 12","VAN","subject 14",3.95767,1.37817902064162
"2064",114,"S 12","VAN","subject 14",5.41719,1.69142150460294
"2065",115,"S 12","VAN","subject 14",4.42039,1.48848761629947
"2066",116,"NS 12","VAN","subject 14",3.20424,1.1675909378317
"2067",117,"NS 12","VAN","subject 14",7.42919,2.00676197195038
"2068",118,"NS 12","VAN","subject 14",5.54378,1.71447877700896
"2069",119,"NS 12","VAN","subject 14",2.50308,0.921509092515553
"2070",120,"NS 12","VAN","subject 14",0.484136,-0.704944496039584
"2071",121,"S 13","VAN","subject 14",0.19434,-1.58797000581886
"2072",122,"S 13","VAN","subject 14",0.408414,-0.871283905988165
"2073",123,"S 13","VAN","subject 14",13.3739,2.59405249204872
"2074",124,"S 13","VAN","subject 14",9.60367,2.26318604393986
"2075",125,"S 13","VAN","subject 14",4.49429,1.50503027597599
"2076",126,"NS 13","VAN","subject 14",1.46524,0.38882068842005
"2077",127,"NS 13","VAN","subject 14",0.527049,-0.621665940963835
"2078",128,"NS 13","VAN","subject 14",0.704327,-0.336414438291569
"2079",129,"NS 13","VAN","subject 14",0.516227,-0.64202260040384
"2080",130,"NS 13","VAN","subject 14",0.566846,-0.550179945844547
"2081",131,"S 14","VAN","subject 14",0.141404,-1.88780351824853
"2082",132,"S 14","VAN","subject 14",0.315728,-1.12169260171221
"2083",133,"S 14","VAN","subject 14",0.765471,-0.254284692293647
"2084",134,"S 14","VAN","subject 14",1.81434,0.601218277789936
"2085",135,"S 14","VAN","subject 14",1.5692,0.45691838969708
"2086",136,"NS 14","VAN","subject 14",1.41732,0.355798560026511
"2087",137,"NS 14","VAN","subject 14",0.570123,-0.544515128959599
"2088",138,"NS 14","VAN","subject 14",0.448322,-0.780183285128026
"2089",139,"NS 14","VAN","subject 14",0.918586,-0.0740922799691525
"2090",140,"NS 14","VAN","subject 14",0.307441,-1.14746330468898
"2091",141,"S 15","VAN","subject 14",1.76917,0.576146963421178
"2092",142,"S 15","VAN","subject 14",3.50906,1.25819390849247
"2093",143,"S 15","VAN","subject 14",5.18563,1.64781788765088
"2094",144,"S 15","VAN","subject 14",2.50234,0.921214589765395
"2095",145,"S 15","VAN","subject 14",1.13864,0.138578633846036
"2096",146,"NS 15","VAN","subject 14",5.62334,1.72870251669217
"2097",147,"NS 15","VAN","subject 14",7.45473,2.01018926154937
"2098",148,"NS 15","VAN","subject 14",4.97225,1.60588159623132
"2099",149,"NS 15","VAN","subject 14",2.72928,1.00769511214629
"2100",150,"NS 15","VAN","subject 14",0.857777,-0.141820509771838
"2101",1,"S 1","VAN","subject 15",1.60084,0.476755782068269
"2102",2,"S 1","VAN","subject 15",2.63469,0.972553856173109
"2103",3,"S 1","VAN","subject 15",1.27453,0.250392892686271
"2104",4,"S 1","VAN","subject 15",0.383917,-0.931615051774593
"2105",5,"S 1","VAN","subject 15",0.621143,-0.46022281771065
"2106",6,"NS 1","VAN","subject 15",1.8093,0.598451811720621
"2107",7,"NS 1","VAN","subject 15",2.91088,1.07188494074043
"2108",8,"NS 1","VAN","subject 15",2.02127,0.708661213201284
"2109",9,"NS 1","VAN","subject 15",1.73713,0.557974441663297
"2110",10,"NS 1","VAN","subject 15",2.16562,0.77731368139075
"2111",11,"S 2","VAN","subject 15",1.82625,0.60772544850595
"2112",12,"S 2","VAN","subject 15",1.79359,0.589779123082799
"2113",13,"S 2","VAN","subject 15",3.15996,1.15371896951305
"2114",14,"S 2","VAN","subject 15",4.18669,1.43429611934092
"2115",15,"S 2","VAN","subject 15",4.02219,1.39430965267469
"2116",16,"NS 2","VAN","subject 15",1.91109,0.652892733287611
"2117",17,"NS 2","VAN","subject 15",0.85492,-0.145118261876443
"2118",18,"NS 2","VAN","subject 15",0.918192,-0.0745166710443522
"2119",19,"NS 2","VAN","subject 15",1.69543,0.533817278352044
"2120",20,"NS 2","VAN","subject 15",3.37516,1.21940117260315
"2121",21,"S 3","VAN","subject 15",4.13606,1.4221584856889
"2122",22,"S 3","VAN","subject 15",7.1386,1.96691653333797
"2123",23,"S 3","VAN","subject 15",10.4817,2.35058446838196
"2124",24,"S 3","VAN","subject 15",17.2418,2.8479164858596
"2125",25,"S 3","VAN","subject 15",21.0721,3.04842433920473
"2126",26,"NS 3","VAN","subject 15",28.809,3.36103489184308
"2127",27,"NS 3","VAN","subject 15",25.3173,3.23188286535939
"2128",28,"NS 3","VAN","subject 15",21.057,3.04770783514433
"2129",29,"NS 3","VAN","subject 15",16.6455,2.81274049220973
"2130",30,"NS 3","VAN","subject 15",11.3633,2.43126850311872
"2131",31,"S 4","VAN","subject 15",8.7256,2.16740663040848
"2132",32,"S 4","VAN","subject 15",13.7182,2.61945211140405
"2133",33,"S 4","VAN","subject 15",15.6495,2.75107776157273
"2134",34,"S 4","VAN","subject 15",20.2533,3.00881136808377
"2135",35,"S 4","VAN","subject 15",25.8546,3.25287523842192
"2136",36,"NS 4","VAN","subject 15",23.09,3.13983261752775
"2137",37,"NS 4","VAN","subject 15",NA,NA
"2138",38,"NS 4","VAN","subject 15",NA,NA
"2139",39,"NS 4","VAN","subject 15",NA,NA
"2140",40,"NS 4","VAN","subject 15",NA,NA
"2141",41,"S 5","VAN","subject 15",NA,NA
"2142",42,"S 5","VAN","subject 15",NA,NA
"2143",43,"S 5","VAN","subject 15",NA,NA
"2144",44,"S 5","VAN","subject 15",NA,NA
"2145",45,"S 5","VAN","subject 15",NA,NA
"2146",46,"NS 5","VAN","subject 15",NA,NA
"2147",47,"NS 5","VAN","subject 15",NA,NA
"2148",48,"NS 5","VAN","subject 15",NA,NA
"2149",49,"NS 5","VAN","subject 15",NA,NA
"2150",50,"NS 5","VAN","subject 15",NA,NA
"2151",51,"S 6","VAN","subject 15",NA,NA
"2152",52,"S 6","VAN","subject 15",NA,NA
"2153",53,"S 6","VAN","subject 15",NA,NA
"2154",54,"S 6","VAN","subject 15",NA,NA
"2155",55,"S 6","VAN","subject 15",NA,NA
"2156",56,"NS 6","VAN","subject 15",NA,NA
"2157",57,"NS 6","VAN","subject 15",NA,NA
"2158",58,"NS 6","VAN","subject 15",NA,NA
"2159",59,"NS 6","VAN","subject 15",NA,NA
"2160",60,"NS 6","VAN","subject 15",NA,NA
"2161",61,"S 7","VAN","subject 15",NA,NA
"2162",62,"S 7","VAN","subject 15",NA,NA
"2163",63,"S 7","VAN","subject 15",NA,NA
"2164",64,"S 7","VAN","subject 15",NA,NA
"2165",65,"S 7","VAN","subject 15",NA,NA
"2166",66,"NS 7","VAN","subject 15",NA,NA
"2167",67,"NS 7","VAN","subject 15",NA,NA
"2168",68,"NS 7","VAN","subject 15",NA,NA
"2169",69,"NS 7","VAN","subject 15",NA,NA
"2170",70,"NS 7","VAN","subject 15",NA,NA
"2171",71,"S 8","VAN","subject 15",NA,NA
"2172",72,"S 8","VAN","subject 15",NA,NA
"2173",73,"S 8","VAN","subject 15",NA,NA
"2174",74,"S 8","VAN","subject 15",NA,NA
"2175",75,"S 8","VAN","subject 15",NA,NA
"2176",76,"NS 8","VAN","subject 15",NA,NA
"2177",77,"NS 8","VAN","subject 15",NA,NA
"2178",78,"NS 8","VAN","subject 15",NA,NA
"2179",79,"NS 8","VAN","subject 15",NA,NA
"2180",80,"NS 8","VAN","subject 15",NA,NA
"2181",81,"S 9","VAN","subject 15",NA,NA
"2182",82,"S 9","VAN","subject 15",NA,NA
"2183",83,"S 9","VAN","subject 15",NA,NA
"2184",84,"S 9","VAN","subject 15",NA,NA
"2185",85,"S 9","VAN","subject 15",NA,NA
"2186",86,"NS 9","VAN","subject 15",NA,NA
"2187",87,"NS 9","VAN","subject 15",NA,NA
"2188",88,"NS 9","VAN","subject 15",NA,NA
"2189",89,"NS 9","VAN","subject 15",NA,NA
"2190",90,"NS 9","VAN","subject 15",NA,NA
"2191",91,"S 10","VAN","subject 15",NA,NA
"2192",92,"S 10","VAN","subject 15",NA,NA
"2193",93,"S 10","VAN","subject 15",NA,NA
"2194",94,"S 10","VAN","subject 15",NA,NA
"2195",95,"S 10","VAN","subject 15",NA,NA
"2196",96,"NS 10","VAN","subject 15",NA,NA
"2197",97,"NS 10","VAN","subject 15",NA,NA
"2198",98,"NS 10","VAN","subject 15",NA,NA
"2199",99,"NS 10","VAN","subject 15",NA,NA
"2200",100,"NS 10","VAN","subject 15",NA,NA
"2201",101,"S 11","VAN","subject 15",NA,NA
"2202",102,"S 11","VAN","subject 15",NA,NA
"2203",103,"S 11","VAN","subject 15",NA,NA
"2204",104,"S 11","VAN","subject 15",NA,NA
"2205",105,"S 11","VAN","subject 15",NA,NA
"2206",106,"NS 11","VAN","subject 15",NA,NA
"2207",107,"NS 11","VAN","subject 15",NA,NA
"2208",108,"NS 11","VAN","subject 15",NA,NA
"2209",109,"NS 11","VAN","subject 15",NA,NA
"2210",110,"NS 11","VAN","subject 15",NA,NA
"2211",111,"S 12","VAN","subject 15",NA,NA
"2212",112,"S 12","VAN","subject 15",NA,NA
